4.4180 	WARNING 	Movie2 stim could not be imported and won't be available
10.7078 	EXP 	Created image_trial = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_trial', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
10.7161 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'Thanks for participating', units=u'norm', win=Window(...), wrapWidth=1)
10.7531 	EXP 	instructions_practice: autoDraw = True
12.1333 	DATA 	Keypress: space
12.1424 	EXP 	Imported images/datafile.xlsx as conditions, 10 conditions, 3 params
12.1430 	EXP 	Created sequence: random, trialTypes=10, nReps=5, seed=None
12.1436 	EXP 	New trial (rep=0, index=0): {u'correct_ans': u'up', u'images': u'images/santa_hog.jpeg', u'type_of_image': u'hog'}
12.2158 	EXP 	instructions_practice: autoDraw = False
12.2158 	EXP 	image_practice: image = u'images/santa_hog.jpeg'
12.2158 	EXP 	image_practice: autoDraw = True
13.2971 	DATA 	Keypress: up
13.3297 	EXP 	image_practice: autoDraw = False
13.3297 	EXP 	feedback: text = "Yes! That's right"
13.3297 	EXP 	feedback: autoDraw = True
14.2953 	EXP 	New trial (rep=0, index=1): {u'correct_ans': u'up', u'images': u'images/egg_hog.jpeg', u'type_of_image': u'hog'}
14.3446 	EXP 	feedback: autoDraw = False
14.3446 	EXP 	feedback: autoDraw = False
14.3446 	EXP 	image_practice: image = u'images/egg_hog.jpeg'
14.3446 	EXP 	image_practice: autoDraw = True
15.1433 	DATA 	Keypress: up
15.1593 	EXP 	image_practice: autoDraw = False
15.1593 	EXP 	feedback: text = "Yes! That's right"
15.1593 	EXP 	feedback: autoDraw = True
16.1413 	EXP 	New trial (rep=0, index=2): {u'correct_ans': u'left', u'images': u'images/gorilla_tongue.jpeg', u'type_of_image': u'gorilla'}
16.2067 	EXP 	feedback: autoDraw = False
16.2067 	EXP 	feedback: autoDraw = False
16.2067 	EXP 	image_practice: image = u'images/gorilla_tongue.jpeg'
16.2067 	EXP 	image_practice: autoDraw = True
16.8558 	DATA 	Keypress: left
16.8719 	EXP 	image_practice: autoDraw = False
16.8719 	EXP 	feedback: text = "Yes! That's right"
16.8719 	EXP 	feedback: autoDraw = True
17.8537 	EXP 	New trial (rep=0, index=3): {u'correct_ans': u'right', u'images': u'images/ear_muffs_cat.jpeg', u'type_of_image': u'cat'}
17.8861 	EXP 	feedback: autoDraw = False
17.8861 	EXP 	feedback: autoDraw = False
17.8861 	EXP 	image_practice: image = u'images/ear_muffs_cat.jpeg'
17.8861 	EXP 	image_practice: autoDraw = True
18.5686 	DATA 	Keypress: right
18.5844 	EXP 	image_practice: autoDraw = False
18.5844 	EXP 	feedback: text = "Yes! That's right"
18.5844 	EXP 	feedback: autoDraw = True
19.5820 	EXP 	feedback: autoDraw = False
19.5820 	EXP 	feedback: autoDraw = False
19.5820 	EXP 	text_2: autoDraw = True
27.3809 	DATA 	Keypress: space
27.3891 	EXP 	Imported images/datafile.xlsx as conditions, 10 conditions, 3 params
27.3896 	EXP 	Created sequence: random, trialTypes=10, nReps=5, seed=None
27.3903 	EXP 	New trial (rep=0, index=0): {u'correct_ans': u'left', u'images': u'images/gorilla_face.jpeg', u'type_of_image': u'gorilla'}
27.4467 	EXP 	text_2: autoDraw = False
27.4467 	EXP 	image_trial: image = u'images/gorilla_face.jpeg'
27.4467 	EXP 	image_trial: autoDraw = True
28.2622 	DATA 	Keypress: left
28.2640 	EXP 	New trial (rep=0, index=1): {u'correct_ans': u'right', u'images': u'images/ear_muffs_cat.jpeg', u'type_of_image': u'cat'}
28.2777 	EXP 	image_trial: autoDraw = False
28.2777 	EXP 	image_trial: image = u'images/ear_muffs_cat.jpeg'
28.2777 	EXP 	image_trial: autoDraw = True
28.4615 	DATA 	Keypress: up
28.4629 	EXP 	New trial (rep=0, index=2): {u'correct_ans': u'up', u'images': u'images/icecream_hog.jpeg', u'type_of_image': u'hog'}
28.5109 	EXP 	image_trial: autoDraw = False
28.5109 	EXP 	image_trial: image = u'images/icecream_hog.jpeg'
28.5109 	EXP 	image_trial: autoDraw = True
28.6448 	DATA 	Keypress: right
28.6462 	EXP 	New trial (rep=0, index=3): {u'correct_ans': u'left', u'images': u'images/gorilla_fat.jpeg', u'type_of_image': u'gorilla'}
28.6604 	EXP 	image_trial: autoDraw = False
28.6604 	EXP 	image_trial: image = u'images/gorilla_fat.jpeg'
28.6604 	EXP 	image_trial: autoDraw = True
28.7608 	DATA 	Keypress: left
28.7624 	EXP 	New trial (rep=0, index=4): {u'correct_ans': u'right', u'images': u'images/cat_eyes.jpeg', u'type_of_image': u'cat'}
28.7934 	EXP 	image_trial: autoDraw = False
28.7934 	EXP 	image_trial: image = u'images/cat_eyes.jpeg'
28.7934 	EXP 	image_trial: autoDraw = True
28.9604 	DATA 	Keypress: up
28.9618 	EXP 	New trial (rep=0, index=5): {u'correct_ans': u'left', u'images': u'images/gorilla_tongue.jpeg', u'type_of_image': u'gorilla'}
28.9763 	EXP 	image_trial: autoDraw = False
28.9763 	EXP 	image_trial: image = u'images/gorilla_tongue.jpeg'
28.9763 	EXP 	image_trial: autoDraw = True
29.2098 	DATA 	Keypress: right
29.2112 	EXP 	New trial (rep=0, index=6): {u'correct_ans': u'up', u'images': u'images/santa_hog.jpeg', u'type_of_image': u'hog'}
29.2591 	EXP 	image_trial: autoDraw = False
29.2591 	EXP 	image_trial: image = u'images/santa_hog.jpeg'
29.2591 	EXP 	image_trial: autoDraw = True
29.3427 	DATA 	Keypress: up
29.3440 	EXP 	New trial (rep=0, index=7): {u'correct_ans': u'up', u'images': u'images/marshmallow_hog.jpeg', u'type_of_image': u'hog'}
29.3921 	EXP 	image_trial: autoDraw = False
29.3921 	EXP 	image_trial: image = u'images/marshmallow_hog.jpeg'
29.3921 	EXP 	image_trial: autoDraw = True
29.3927 	DATA 	Keypress: left
29.3941 	EXP 	New trial (rep=0, index=8): {u'correct_ans': u'right', u'images': u'images/rat_cat.jpeg', u'type_of_image': u'cat'}
29.4084 	EXP 	image_trial: autoDraw = False
29.4084 	EXP 	image_trial: image = u'images/rat_cat.jpeg'
29.4084 	EXP 	image_trial: autoDraw = True
29.5922 	DATA 	Keypress: right
29.5937 	EXP 	New trial (rep=0, index=9): {u'correct_ans': u'up', u'images': u'images/egg_hog.jpeg', u'type_of_image': u'hog'}
29.6078 	EXP 	image_trial: autoDraw = False
29.6078 	EXP 	image_trial: image = u'images/egg_hog.jpeg'
29.6078 	EXP 	image_trial: autoDraw = True
29.7586 	DATA 	Keypress: left
29.7599 	EXP 	New trial (rep=1, index=0): {u'correct_ans': u'up', u'images': u'images/egg_hog.jpeg', u'type_of_image': u'hog'}
29.7745 	EXP 	image_trial: autoDraw = False
29.7745 	EXP 	image_trial: image = u'images/egg_hog.jpeg'
29.7745 	EXP 	image_trial: autoDraw = True
29.8083 	DATA 	Keypress: right
29.8097 	EXP 	New trial (rep=1, index=1): {u'correct_ans': u'right', u'images': u'images/cat_eyes.jpeg', u'type_of_image': u'cat'}
29.8244 	EXP 	image_trial: autoDraw = False
29.8244 	EXP 	image_trial: image = u'images/cat_eyes.jpeg'
29.8244 	EXP 	image_trial: autoDraw = True
29.9580 	DATA 	Keypress: up
29.9594 	EXP 	New trial (rep=1, index=2): {u'correct_ans': u'up', u'images': u'images/santa_hog.jpeg', u'type_of_image': u'hog'}
29.9741 	EXP 	image_trial: autoDraw = False
29.9741 	EXP 	image_trial: image = u'images/santa_hog.jpeg'
29.9741 	EXP 	image_trial: autoDraw = True
30.0414 	DATA 	Keypress: left
30.0427 	EXP 	New trial (rep=1, index=3): {u'correct_ans': u'left', u'images': u'images/gorilla_tongue.jpeg', u'type_of_image': u'gorilla'}
30.0572 	EXP 	image_trial: autoDraw = False
30.0572 	EXP 	image_trial: image = u'images/gorilla_tongue.jpeg'
30.0572 	EXP 	image_trial: autoDraw = True
30.2740 	DATA 	Keypress: right
30.2753 	EXP 	New trial (rep=1, index=4): {u'correct_ans': u'left', u'images': u'images/gorilla_fat.jpeg', u'type_of_image': u'gorilla'}
30.2900 	EXP 	image_trial: autoDraw = False
30.2900 	EXP 	image_trial: image = u'images/gorilla_fat.jpeg'
30.2900 	EXP 	image_trial: autoDraw = True
30.3738 	DATA 	Keypress: up
30.3752 	EXP 	New trial (rep=1, index=5): {u'correct_ans': u'up', u'images': u'images/marshmallow_hog.jpeg', u'type_of_image': u'hog'}
30.3898 	EXP 	image_trial: autoDraw = False
30.3898 	EXP 	image_trial: image = u'images/marshmallow_hog.jpeg'
30.3898 	EXP 	image_trial: autoDraw = True
30.4738 	DATA 	Keypress: left
30.4752 	EXP 	New trial (rep=1, index=6): {u'correct_ans': u'right', u'images': u'images/rat_cat.jpeg', u'type_of_image': u'cat'}
30.4895 	EXP 	image_trial: autoDraw = False
30.4895 	EXP 	image_trial: image = u'images/rat_cat.jpeg'
30.4895 	EXP 	image_trial: autoDraw = True
30.6399 	DATA 	Keypress: right
30.6412 	EXP 	New trial (rep=1, index=7): {u'correct_ans': u'left', u'images': u'images/gorilla_face.jpeg', u'type_of_image': u'gorilla'}
30.6558 	EXP 	image_trial: autoDraw = False
30.6558 	EXP 	image_trial: image = u'images/gorilla_face.jpeg'
30.6558 	EXP 	image_trial: autoDraw = True
30.7063 	DATA 	Keypress: up
30.7076 	EXP 	New trial (rep=1, index=8): {u'correct_ans': u'right', u'images': u'images/ear_muffs_cat.jpeg', u'type_of_image': u'cat'}
30.7223 	EXP 	image_trial: autoDraw = False
30.7223 	EXP 	image_trial: image = u'images/ear_muffs_cat.jpeg'
30.7223 	EXP 	image_trial: autoDraw = True
30.8058 	DATA 	Keypress: left
30.8074 	EXP 	New trial (rep=1, index=9): {u'correct_ans': u'up', u'images': u'images/icecream_hog.jpeg', u'type_of_image': u'hog'}
30.8221 	EXP 	image_trial: autoDraw = False
30.8221 	EXP 	image_trial: image = u'images/icecream_hog.jpeg'
30.8221 	EXP 	image_trial: autoDraw = True
31.0057 	DATA 	Keypress: right
31.0070 	EXP 	New trial (rep=2, index=0): {u'correct_ans': u'left', u'images': u'images/gorilla_face.jpeg', u'type_of_image': u'gorilla'}
31.0215 	EXP 	image_trial: autoDraw = False
31.0215 	EXP 	image_trial: image = u'images/gorilla_face.jpeg'
31.0215 	EXP 	image_trial: autoDraw = True
31.0886 	DATA 	Keypress: up
31.0900 	EXP 	New trial (rep=2, index=1): {u'correct_ans': u'up', u'images': u'images/egg_hog.jpeg', u'type_of_image': u'hog'}
31.1047 	EXP 	image_trial: autoDraw = False
31.1047 	EXP 	image_trial: image = u'images/egg_hog.jpeg'
31.1047 	EXP 	image_trial: autoDraw = True
31.1719 	DATA 	Keypress: left
31.1733 	EXP 	New trial (rep=2, index=2): {u'correct_ans': u'left', u'images': u'images/gorilla_fat.jpeg', u'type_of_image': u'gorilla'}
31.1879 	EXP 	image_trial: autoDraw = False
31.1879 	EXP 	image_trial: image = u'images/gorilla_fat.jpeg'
31.1879 	EXP 	image_trial: autoDraw = True
31.3548 	DATA 	Keypress: right
31.3563 	EXP 	New trial (rep=2, index=3): {u'correct_ans': u'right', u'images': u'images/cat_eyes.jpeg', u'type_of_image': u'cat'}
31.3708 	EXP 	image_trial: autoDraw = False
31.3708 	EXP 	image_trial: image = u'images/cat_eyes.jpeg'
31.3708 	EXP 	image_trial: autoDraw = True
31.5377 	DATA 	Keypress: left
31.5392 	EXP 	New trial (rep=2, index=4): {u'correct_ans': u'right', u'images': u'images/ear_muffs_cat.jpeg', u'type_of_image': u'cat'}
31.5537 	EXP 	image_trial: autoDraw = False
31.5537 	EXP 	image_trial: image = u'images/ear_muffs_cat.jpeg'
31.5537 	EXP 	image_trial: autoDraw = True
31.6872 	DATA 	Keypress: up
31.6885 	EXP 	New trial (rep=2, index=5): {u'correct_ans': u'up', u'images': u'images/icecream_hog.jpeg', u'type_of_image': u'hog'}
31.7033 	EXP 	image_trial: autoDraw = False
31.7033 	EXP 	image_trial: image = u'images/icecream_hog.jpeg'
31.7033 	EXP 	image_trial: autoDraw = True
31.7871 	DATA 	Keypress: right
31.7884 	EXP 	New trial (rep=2, index=6): {u'correct_ans': u'right', u'images': u'images/rat_cat.jpeg', u'type_of_image': u'cat'}
31.8031 	EXP 	image_trial: autoDraw = False
31.8031 	EXP 	image_trial: image = u'images/rat_cat.jpeg'
31.8031 	EXP 	image_trial: autoDraw = True
31.9037 	DATA 	Keypress: left
31.9051 	EXP 	New trial (rep=2, index=7): {u'correct_ans': u'up', u'images': u'images/santa_hog.jpeg', u'type_of_image': u'hog'}
31.9195 	EXP 	image_trial: autoDraw = False
31.9195 	EXP 	image_trial: image = u'images/santa_hog.jpeg'
31.9195 	EXP 	image_trial: autoDraw = True
32.0032 	DATA 	Keypress: right
32.0046 	EXP 	New trial (rep=2, index=8): {u'correct_ans': u'up', u'images': u'images/marshmallow_hog.jpeg', u'type_of_image': u'hog'}
32.0190 	EXP 	image_trial: autoDraw = False
32.0190 	EXP 	image_trial: image = u'images/marshmallow_hog.jpeg'
32.0190 	EXP 	image_trial: autoDraw = True
32.1862 	DATA 	Keypress: left
32.1875 	EXP 	New trial (rep=2, index=9): {u'correct_ans': u'left', u'images': u'images/gorilla_tongue.jpeg', u'type_of_image': u'gorilla'}
32.2021 	EXP 	image_trial: autoDraw = False
32.2021 	EXP 	image_trial: image = u'images/gorilla_tongue.jpeg'
32.2021 	EXP 	image_trial: autoDraw = True
32.3523 	DATA 	Keypress: right
32.3537 	EXP 	New trial (rep=3, index=0): {u'correct_ans': u'up', u'images': u'images/icecream_hog.jpeg', u'type_of_image': u'hog'}
32.3684 	EXP 	image_trial: autoDraw = False
32.3684 	EXP 	image_trial: image = u'images/icecream_hog.jpeg'
32.3684 	EXP 	image_trial: autoDraw = True
32.4189 	DATA 	Keypress: up
32.4202 	EXP 	New trial (rep=3, index=1): {u'correct_ans': u'right', u'images': u'images/rat_cat.jpeg', u'type_of_image': u'cat'}
32.4348 	EXP 	image_trial: autoDraw = False
32.4348 	EXP 	image_trial: image = u'images/rat_cat.jpeg'
32.4348 	EXP 	image_trial: autoDraw = True
32.5017 	DATA 	Keypress: left
32.5036 	EXP 	New trial (rep=3, index=2): {u'correct_ans': u'up', u'images': u'images/marshmallow_hog.jpeg', u'type_of_image': u'hog'}
32.5180 	EXP 	image_trial: autoDraw = False
32.5180 	EXP 	image_trial: image = u'images/marshmallow_hog.jpeg'
32.5180 	EXP 	image_trial: autoDraw = True
32.6677 	DATA 	Keypress: right
32.6688 	EXP 	New trial (rep=3, index=3): {u'correct_ans': u'left', u'images': u'images/gorilla_tongue.jpeg', u'type_of_image': u'gorilla'}
32.6838 	EXP 	image_trial: autoDraw = False
32.6838 	EXP 	image_trial: image = u'images/gorilla_tongue.jpeg'
32.6838 	EXP 	image_trial: autoDraw = True
32.7674 	DATA 	Keypress: up
32.7686 	EXP 	New trial (rep=3, index=4): {u'correct_ans': u'up', u'images': u'images/egg_hog.jpeg', u'type_of_image': u'hog'}
32.7836 	EXP 	image_trial: autoDraw = False
32.7836 	EXP 	image_trial: image = u'images/egg_hog.jpeg'
32.7836 	EXP 	image_trial: autoDraw = True
32.8505 	DATA 	Keypress: left
32.8519 	EXP 	New trial (rep=3, index=5): {u'correct_ans': u'right', u'images': u'images/cat_eyes.jpeg', u'type_of_image': u'cat'}
32.8667 	EXP 	image_trial: autoDraw = False
32.8667 	EXP 	image_trial: image = u'images/cat_eyes.jpeg'
32.8667 	EXP 	image_trial: autoDraw = True
33.1997 	DATA 	Keypress: right
33.2008 	EXP 	New trial (rep=3, index=6): {u'correct_ans': u'left', u'images': u'images/gorilla_fat.jpeg', u'type_of_image': u'gorilla'}
33.2159 	EXP 	image_trial: autoDraw = False
33.2159 	EXP 	image_trial: image = u'images/gorilla_fat.jpeg'
33.2159 	EXP 	image_trial: autoDraw = True
33.2496 	DATA 	Keypress: up
33.2506 	EXP 	New trial (rep=3, index=7): {u'correct_ans': u'right', u'images': u'images/ear_muffs_cat.jpeg', u'type_of_image': u'cat'}
33.2658 	EXP 	image_trial: autoDraw = False
33.2658 	EXP 	image_trial: image = u'images/ear_muffs_cat.jpeg'
33.2658 	EXP 	image_trial: autoDraw = True
33.3826 	DATA 	Keypress: left
33.3839 	EXP 	New trial (rep=3, index=8): {u'correct_ans': u'up', u'images': u'images/santa_hog.jpeg', u'type_of_image': u'hog'}
33.3988 	EXP 	image_trial: autoDraw = False
33.3988 	EXP 	image_trial: image = u'images/santa_hog.jpeg'
33.3988 	EXP 	image_trial: autoDraw = True
33.5820 	DATA 	Keypress: right
33.5832 	EXP 	New trial (rep=3, index=9): {u'correct_ans': u'left', u'images': u'images/gorilla_face.jpeg', u'type_of_image': u'gorilla'}
33.5982 	EXP 	image_trial: autoDraw = False
33.5982 	EXP 	image_trial: image = u'images/gorilla_face.jpeg'
33.5982 	EXP 	image_trial: autoDraw = True
33.7151 	DATA 	Keypress: up
33.7164 	EXP 	New trial (rep=4, index=0): {u'correct_ans': u'up', u'images': u'images/icecream_hog.jpeg', u'type_of_image': u'hog'}
33.7312 	EXP 	image_trial: autoDraw = False
33.7312 	EXP 	image_trial: image = u'images/icecream_hog.jpeg'
33.7312 	EXP 	image_trial: autoDraw = True
33.7653 	DATA 	Keypress: left
33.7664 	EXP 	New trial (rep=4, index=1): {u'correct_ans': u'left', u'images': u'images/gorilla_face.jpeg', u'type_of_image': u'gorilla'}
33.7812 	EXP 	image_trial: autoDraw = False
33.7812 	EXP 	image_trial: image = u'images/gorilla_face.jpeg'
33.7812 	EXP 	image_trial: autoDraw = True
34.1978 	DATA 	Keypress: right
34.1991 	EXP 	New trial (rep=4, index=2): {u'correct_ans': u'left', u'images': u'images/gorilla_tongue.jpeg', u'type_of_image': u'gorilla'}
34.2138 	EXP 	image_trial: autoDraw = False
34.2138 	EXP 	image_trial: image = u'images/gorilla_tongue.jpeg'
34.2138 	EXP 	image_trial: autoDraw = True
34.3644 	DATA 	Keypress: up
34.3657 	EXP 	New trial (rep=4, index=3): {u'correct_ans': u'up', u'images': u'images/egg_hog.jpeg', u'type_of_image': u'hog'}
34.3803 	EXP 	image_trial: autoDraw = False
34.3803 	EXP 	image_trial: image = u'images/egg_hog.jpeg'
34.3803 	EXP 	image_trial: autoDraw = True
34.5139 	DATA 	Keypress: left
34.5152 	EXP 	New trial (rep=4, index=4): {u'correct_ans': u'right', u'images': u'images/ear_muffs_cat.jpeg', u'type_of_image': u'cat'}
34.5299 	EXP 	image_trial: autoDraw = False
34.5299 	EXP 	image_trial: image = u'images/ear_muffs_cat.jpeg'
34.5299 	EXP 	image_trial: autoDraw = True
34.7135 	DATA 	Keypress: right
34.7149 	EXP 	New trial (rep=4, index=5): {u'correct_ans': u'up', u'images': u'images/santa_hog.jpeg', u'type_of_image': u'hog'}
34.7294 	EXP 	image_trial: autoDraw = False
34.7294 	EXP 	image_trial: image = u'images/santa_hog.jpeg'
34.7294 	EXP 	image_trial: autoDraw = True
34.9128 	DATA 	Keypress: up
34.9141 	EXP 	New trial (rep=4, index=6): {u'correct_ans': u'up', u'images': u'images/marshmallow_hog.jpeg', u'type_of_image': u'hog'}
34.9290 	EXP 	image_trial: autoDraw = False
34.9290 	EXP 	image_trial: image = u'images/marshmallow_hog.jpeg'
34.9290 	EXP 	image_trial: autoDraw = True
35.0126 	DATA 	Keypress: left
35.0140 	EXP 	New trial (rep=4, index=7): {u'correct_ans': u'left', u'images': u'images/gorilla_fat.jpeg', u'type_of_image': u'gorilla'}
35.0287 	EXP 	image_trial: autoDraw = False
35.0287 	EXP 	image_trial: image = u'images/gorilla_fat.jpeg'
35.0287 	EXP 	image_trial: autoDraw = True
35.1788 	DATA 	Keypress: right
35.1804 	EXP 	New trial (rep=4, index=8): {u'correct_ans': u'right', u'images': u'images/cat_eyes.jpeg', u'type_of_image': u'cat'}
35.1845 	DATA 	Keypress: up
35.1949 	EXP 	image_trial: autoDraw = False
35.1949 	EXP 	image_trial: image = u'images/cat_eyes.jpeg'
35.1949 	EXP 	image_trial: autoDraw = True
35.2952 	DATA 	Keypress: left
35.2966 	EXP 	New trial (rep=4, index=9): {u'correct_ans': u'right', u'images': u'images/rat_cat.jpeg', u'type_of_image': u'cat'}
35.3112 	EXP 	image_trial: autoDraw = False
35.3112 	EXP 	image_trial: image = u'images/rat_cat.jpeg'
35.3112 	EXP 	image_trial: autoDraw = True
35.5282 	DATA 	Keypress: right
35.5440 	EXP 	image_trial: autoDraw = False
35.5440 	EXP 	text: autoDraw = True
35.5779 	DATA 	Keypress: up
35.6945 	DATA 	Keypress: left
